id_candidato,id_vacante,proceso,fecha,id_rechazo,cambio_vacante
1088,2455,2,20180113,0,0
1088,2455,3,20180119,0,0
1088,2455,4,20180123,0,0
1089,2563,1,20180112,0,0
1089,2563,2,20180112,0,0
1089,2563,3,20180122,0,0
1089,2563,4,20170123,0,0
1090,2325,1,20180116,0,0
1090,2325,2,20180116,0,0
1090,2325,3,20180119,0,0
1090,2325,4,20180123,0,0
1091,2441,1,20180115,0,0
1091,2441,2,20180115,0,0
1091,2441,3,20180119,0,0
1091,2441,4,20180123,0,0
1092,2573,1,20180117,0,0
1092,2573,2,20180119,0,0
1092,2573,3,20180122,0,0
1092,2573,4,20180126,0,0
1093,2633,1,20180118,0,0
1093,2633,2,20180118,0,0
1093,2633,3,20180124,0,0
1093,2633,4,20180126,0,0
1094,2456,1,20180115,0,0
1094,2456,2,20180117,0,0
1094,2456,3,20180123,0,0
1094,2456,4,20180126,0,0
1095,2525,1,20180118,0,0
1095,2525,2,20180118,0,0
1095,2525,3,20180124,0,0
1095,2525,4,20180126,0,0
1096,2474,1,20180116,0,0
1096,2474,2,20180117,0,0
1096,2474,3,20180122,0,0
1096,2474,4,20180126,0,0
1097,2456,1,20180122,0,0
1097,2456,2,20180122,0,0
1097,2456,3,20180124,0,0
1097,2456,4,20180126,0,0
1098,2499,1,20180115,0,0
1098,2499,2,20180115,0,0
1098,2499,3,20180122,0,0
1098,2499,4,20180129,0,0
1099,2343,1,20180122,0,0
1099,2343,2,20180123,0,0
1099,2343,3,20180123,0,0
1099,2343,4,20180129,0,0
1100,2546,1,20180122,0,0
1100,2546,2,20180123,0,0
1100,2546,3,20180124,0,0
1100,2546,4,20180129,0,0
1101,2579,1,20180123,0,0
1101,2579,2,20180123,0,0
1101,2579,3,20180125,0,0
1101,2579,4,20180129,0,0
1102,2497,1,20180122,0,0
1102,2497,2,20180123,0,0
1102,2497,3,20180125,0,0
1102,2497,4,20180129,0,0
1103,2308,1,20180115,0,0
1103,2308,2,20180115,0,0
1103,2308,3,20180122,0,0
1103,2308,4,20180129,0,0
1104,2532,1,20180123,0,0
1104,2532,2,20180124,0,0
1104,2532,3,20180124,0,0
1104,2532,4,20180129,0,0
1105,2374,1,20180122,0,0
1105,2374,2,20180123,0,0
1105,2374,3,20180124,0,0
1105,2374,4,20180129,0,0
1106,2395,1,20180101,0,0
1106,2395,2,20180102,0,0
1106,2395,4,20180129,0,0
1107,2396,1,20180115,0,0
1107,2396,2,20180115,0,0
1107,2396,3,20180124,0,0
1107,2396,4,20180129,0,0
1108,2604,1,20180118,0,0
1108,2604,2,20180118,0,0
1108,2604,3,20180124,0,0
1108,2604,4,20180129,0,0
1109,2459,1,20180123,0,0
1109,2459,2,20180123,0,0
1109,2459,3,20180126,0,0
1109,2459,4,20180130,0,0
1110,2531,1,20180115,0,0
1110,2531,2,20180115,0,0
1110,2531,3,20180117,0,0
1110,2531,4,20180119,0,0
1111,2524,1,20180116,0,0
1111,2524,2,20180116,0,0
1111,2524,3,20180126,0,0
1111,2524,4,20180130,0,0
1112,2504,1,20180101,0,0
1112,2504,2,20180102,0,0
1112,2504,3,20180202,0,0
1112,2504,4,20180202,0,0
1113,2422,1,20180123,0,0
1113,2422,2,20180124,0,0
1113,2422,3,20180131,0,0
1113,2422,4,20180202,0,0
1114,2436,1,20180122,0,0
1114,2436,2,20180122,0,0
1114,2436,3,20180126,0,0
1114,2436,4,20180202,0,0
1115,2357,1,20180129,0,0
1115,2357,2,20180131,0,0
1115,2357,3,20180131,0,0
1115,2357,4,20180202,0,0
1116,2561,1,20180101,0,0
1116,2561,2,20180101,0,0
1116,2561,4,20180202,0,0
1117,2361,1,20180123,0,0
1117,2361,2,20180124,0,0
1117,2361,3,20180131,0,0
1117,2361,4,20180202,0,0
1118,2475,1,20180123,0,0
1118,2475,2,20180124,0,0
1118,2475,3,20180129,0,0
1118,2475,4,20180202,0,0
1119,2635,1,20180129,0,0
1119,2635,2,20180131,0,0
1119,2635,3,20180131,0,0
1119,2635,4,20180202,0,0
1120,2336,1,20180129,0,0
1120,2336,2,20180201,0,0
1120,2336,3,20180131,0,0
1120,2336,4,20180202,0,0
1121,2376,1,20180130,0,0
1121,2376,2,20180130,0,0
1121,2376,3,20180131,0,0
1121,2376,4,20180202,0,0
1122,2587,1,20180116,0,0
1122,2587,2,20180116,0,0
1122,2587,3,20180131,0,0
1122,2587,4,20180202,0,0
1123,2459,1,20180123,0,0
1123,2459,2,20180123,0,0
1123,2459,3,20180129,0,0
1123,2459,4,20180202,0,0
1124,2616,1,20180129,0,0
1124,2616,2,20180129,0,0
1124,2616,3,20180131,0,0
1124,2616,4,20180206,0,0
1126,2533,1,20180125,0,0
1126,2533,2,20180127,0,0
1126,2533,3,20180201,0,0
1126,2533,4,20180206,0,0
1127,2515,1,20180101,0,0
1127,2515,2,20180101,0,0
1127,2515,3,20180206,0,0
1127,2515,4,20180206,0,0
1128,2326,1,20180201,0,0
1128,2326,2,20180203,0,0
1128,2326,3,20180201,0,0
1128,2326,4,20180206,0,0
1130,2049,1,20180129,0,0
1130,2049,2,20180130,0,0
1130,2049,3,20180131,0,0
1130,2049,4,20180209,0,0
1131,2353,1,20180202,0,0
1131,2353,2,20180202,0,0
1131,2353,3,20180206,0,0
1131,2353,4,20180209,0,0
1133,2317,1,20180201,0,0
1133,2317,2,20180202,0,0
1133,2317,3,20180206,0,0
1133,2317,4,20180209,0,0
1134,2468,1,20180206,0,0
1134,2468,2,20180206,0,0
1134,2468,3,20180208,0,0
1134,2468,4,20180212,0,0
1137,2640,1,20180101,0,0
1137,2640,2,20180101,0,0
1138,2362,1,20180206,0,0
1138,2362,2,20180206,0,0
1138,2362,3,20180208,0,0
1138,2362,4,20180212,0,0
1139,2527,1,20180208,0,0
1139,2527,2,20180209,0,0
1139,2527,3,20180209,0,0
1139,2527,4,20180213,0,0
1140,2605,1,20180208,0,0
1140,2605,2,20180209,0,0
1140,2605,3,20180209,0,0
1140,2605,4,20180213,0,0
1142,2403,1,20180207,0,0
1142,2403,2,20180207,0,0
1142,2403,3,20180208,0,0
1142,2403,4,20180213,0,0
1143,2535,1,20180208,0,0
1143,2535,2,20180209,0,0
1143,2535,3,20180209,0,0
1143,2535,4,20180213,0,0
1144,2535,1,20180208,0,0
1144,2535,2,20180208,0,0
1144,2535,3,20180209,0,0
1144,2535,4,20180213,0,0
1145,2528,1,20180208,0,0
1145,2528,2,20180208,0,0
1145,2528,3,20180209,0,0
1145,2528,4,20180213,0,0
1146,2476,1,20180214,0,0
1146,2476,2,20180215,0,0
1146,2476,3,20180214,0,0
1146,2476,4,20180216,0,0
1147,2405,1,20180206,0,0
1147,2405,2,20180207,0,0
1147,2405,3,20180212,0,0
1147,2405,4,20180216,0,0
1148,2388,1,20180131,0,0
1148,2388,2,20180201,0,0
1148,2388,3,20180212,0,0
1148,2388,4,20180216,0,0
1149,2537,1,20180209,0,0
1149,2537,2,20180210,0,0
1149,2537,3,20180213,0,0
1149,2537,4,20180216,0,0
1150,2499,1,20180213,0,0
1150,2499,2,20180213,0,0
1150,2499,3,20180214,0,0
1150,2499,4,20180219,0,0
1151,2574,1,20180214,0,0
1151,2574,2,20180214,0,0
1151,2574,3,20180216,0,0
1151,2574,4,20180220,0,0
1152,2509,1,20180214,0,0
1152,2509,2,20180214,0,0
1152,2509,3,20180216,0,0
1152,2509,4,20180220,0,0
1153,2349,1,20180214,0,0
1153,2349,2,20180214,0,0
1153,2349,3,20180215,0,0
1153,2349,4,20180220,0,0
1154,2338,1,20180214,0,0
1154,2338,2,20180214,0,0
1154,2338,3,20180216,0,0
1154,2338,4,20180220,0,0
1155,2481,1,20180213,0,0
1155,2481,2,20180213,0,0
1155,2481,3,20180215,0,0
1155,2481,4,20180220,0,0
1156,2564,1,20180213,0,0
1156,2564,2,20180214,0,0
1156,2564,3,20180216,0,0
1156,2564,4,20180220,0,0
1157,2423,1,20180215,0,0
1157,2423,2,20180216,0,0
1157,2423,3,20180216,0,0
1157,2423,4,20180220,0,0
1158,2389,1,20180202,0,0
1158,2389,2,20180202,0,0
1158,2389,3,20180219,0,0
1158,2389,4,20180223,0,0
1159,2638,1,20180219,0,0
1159,2638,2,20180220,0,0
1159,2638,3,20180221,0,0
1159,2638,4,20180226,0,0
1160,2461,1,20180219,0,0
1160,2461,2,20180219,0,0
1160,2461,3,20180222,0,0
1160,2461,4,20180226,0,0
1161,2407,1,20180219,0,0
1161,2407,2,20180219,0,0
1161,2407,3,20180221,0,0
1161,2407,4,20180226,0,0
1162,2476,1,20180207,0,0
1162,2476,2,20180207,0,0
1162,2476,3,20180221,0,0
1162,2476,4,20180226,0,0
1163,2588,1,20180219,0,0
1163,2588,2,20180219,0,0
1163,2588,3,20180221,0,0
1163,2588,4,20180226,0,0
1164,2335,1,20180219,0,0
1164,2335,2,20180220,0,0
1164,2335,3,20180222,0,0
1164,2335,4,20180126,0,0
1164,2335,5,20180220,1,0
1165,2424,1,20180219,0,0
1165,2424,2,20180219,0,0
1165,2424,3,20180222,0,0
1165,2424,4,20180226,0,0
1166,2478,1,20180219,0,0
1166,2478,2,20180219,0,0
1166,2478,3,20180222,0,0
1166,2478,4,20180226,0,0
1167,2415,1,20180221,0,0
1167,2415,2,20180222,0,0
1167,2415,3,20180222,0,0
1167,2415,4,20180226,0,0
1168,2626,1,20180220,0,0
1168,2626,2,20180221,0,0
1168,2626,3,20180221,0,0
1168,2626,4,20180226,0,0
1169,2339,1,20180220,0,0
1169,2339,2,20180220,0,0
1169,2339,3,20180223,0,0
1169,2339,4,20180226,0,0
1170,2539,1,20180213,0,0
1170,2539,2,20180213,0,0
1170,2539,3,20180222,0,0
1170,2539,4,20180226,0,0
1171,2363,1,20180221,0,0
1171,2363,2,20180222,0,0
1171,2363,3,20180223,0,0
1171,2363,4,20180227,0,0
1172,2597,1,20180222,0,0
1172,2597,2,20180222,0,0
1172,2597,3,20180226,0,0
1172,2597,4,20180302,0,0
1173,2363,1,20180221,0,0
1173,2363,2,20180223,0,0
1173,2363,3,20180302,0,0
1173,2363,4,20180305,0,0
1174,2333,1,20180220,0,0
1174,2333,2,20180220,0,0
1174,2333,3,20180228,0,0
1174,2333,4,20180305,0,0
1175,2408,1,20180227,0,0
1175,2408,2,20180227,0,0
1175,2408,3,20180302,0,0
1175,2408,4,20180305,0,0
1176,2606,1,20180226,0,0
1176,2606,2,20180227,0,0
1176,2606,3,20180228,0,0
1176,2606,4,20180305,0,0
1177,2597,1,20180222,0,0
1177,2597,2,20180222,0,0
1177,2597,3,20180302,0,0
1177,2597,4,20180306,0,0
1178,2493,1,20180223,0,0
1178,2493,2,20180223,0,0
1178,2493,3,20180302,0,0
1178,2493,4,20180306,0,0
1179,2642,1,20180301,0,0
1179,2642,2,20180303,0,0
1179,2642,3,20180302,0,0
1179,2642,4,20180306,0,0
1180,2540,1,20180228,0,0
1180,2540,2,20180228,0,0
1180,2540,3,20180301,0,0
1180,2540,4,20180306,0,0
1181,2390,1,20180227,0,0
1181,2390,2,20180227,0,0
1181,2390,3,20180302,0,0
1181,2390,4,20180306,0,0
1182,2636,1,20180226,0,0
1182,2636,2,20180227,0,0
1182,2636,3,20180302,0,0
1182,2636,4,20180305,0,0
1183,2565,1,20180226,0,0
1183,2565,2,20180227,0,0
1183,2565,3,20180302,0,0
1183,2565,4,20180305,0,0
1184,2513,1,20180228,0,0
1184,2513,2,20180228,0,0
1184,2513,3,20180302,0,0
1184,2513,4,20180306,0,0
1185,2432,1,20180228,0,0
1185,2432,2,20180301,0,0
1185,2432,3,20180302,0,0
1185,2432,4,20180306,0,0
1186,2627,1,20180228,0,0
1186,2627,2,20180301,0,0
1186,2627,3,20180301,0,0
1186,2627,4,20180306,0,0
1187,2589,1,20180305,0,0
1187,2589,2,20180305,0,0
1187,2589,3,20180308,0,0
1187,2589,4,20180312,0,0
1188,2486,1,20180302,0,0
1188,2486,2,20180302,0,0
1188,2486,3,20180308,0,0
1188,2486,4,20180312,0,0
1189,2575,1,20180305,0,0
1189,2575,2,20180306,0,0
1189,2575,3,20180308,0,0
1189,2575,4,20180313,0,0
1190,2628,1,20180301,0,0
1190,2628,2,20180302,0,0
1190,2628,3,20180307,0,0
1190,2628,4,20180313,0,0
1191,2482,1,20180301,0,0
1191,2482,2,20180301,0,0
1191,2482,3,20180307,0,0
1191,2482,4,20180313,0,0
1192,2576,1,20180305,0,0
1192,2576,2,20180305,0,0
1192,2576,3,20180309,0,0
1192,2576,4,20180313,0,0
1193,2416,1,20180307,0,0
1193,2416,2,20180308,0,0
1193,2416,3,20180309,0,0
1193,2416,4,20180313,0,0
1194,2344,1,20180302,0,0
1194,2344,2,20180302,0,0
1194,2344,3,20180309,0,0
1194,2344,4,20180313,0,0
1195,2391,1,20180307,0,0
1195,2391,2,20180308,0,0
1195,2391,3,20180309,0,0
1195,2391,4,20180313,0,0
1196,2358,1,20180308,0,0
1196,2358,2,20180308,0,0
1196,2358,3,20180308,0,0
1196,2358,4,20180313,0,0
1197,2409,1,20180305,0,0
1197,2409,2,20180305,0,0
1197,2409,3,20180308,0,0
1197,2409,4,20180313,0,0
1198,2312,1,20180302,0,0
1198,2312,2,20180303,0,0
1198,2312,3,20180307,0,0
1198,2312,4,20180313,0,0
1199,2410,1,20180307,0,0
1199,2410,2,20180307,0,0
1199,2410,3,20180309,0,0
1199,2410,4,20180313,0,0
1200,2610,1,20180307,0,0
1200,2610,2,20180307,0,0
1200,2610,3,20180309,0,0
1200,2610,4,20180313,0,0
1201,2631,1,20180226,0,0
1201,2631,2,20180226,0,0
1201,2631,3,20180308,0,0
1201,2631,4,20180313,0,0
1202,2501,1,20180309,0,0
1202,2501,2,20180311,0,0
1202,2501,3,20180309,0,0
1202,2501,4,20180313,0,0
1203,2350,1,20180312,0,0
1203,2350,2,20180312,0,0
1203,2350,3,20180314,0,0
1203,2350,4,20180316,0,0
1204,2433,1,20180312,0,0
1204,2433,2,20180313,0,0
1204,2433,3,20180314,0,0
1204,2433,4,20180316,0,0
1205,2394,1,20180308,0,0
1205,2394,2,20180308,0,0
1205,2394,3,20180314,0,0
1205,2394,4,20180316,0,0
1206,2345,1,20180306,0,0
1206,2345,2,20180306,0,0
1206,2345,3,20180313,0,0
1206,2345,4,20180316,0,0
1207,2580,1,20180308,0,0
1207,2580,2,20180308,0,0
1207,2580,3,20180313,0,0
1207,2580,4,20180316,0,0
1208,2581,1,20180313,0,0
1208,2581,2,20180314,0,0
1208,2581,3,20180315,0,0
1208,2581,4,20180320,0,0
1209,2416,1,20180307,0,0
1209,2416,2,20180307,0,0
1209,2416,3,20180315,0,0
1209,2416,4,20180320,0,0
1210,2320,1,20180315,0,0
1210,2320,2,20180315,0,0
1210,2320,3,20180316,0,0
1210,2320,4,20180320,0,0
1211,2381,1,20180313,0,0
1211,2381,2,20180315,0,0
1211,2381,3,20180316,0,0
1211,2381,4,20180320,0,0
1212,2309,1,20180309,0,0
1212,2309,2,20180309,0,0
1212,2309,3,20180315,0,0
1212,2309,4,20180320,0,0
1213,2551,1,20180313,0,0
1213,2551,2,20180313,0,0
1213,2551,3,20180315,0,0
1213,2551,4,20180320,0,0
1214,2350,1,20180312,0,0
1214,2350,2,20180312,0,0
1214,2350,3,20180315,0,0
1214,2350,4,20180320,0,0
1215,2426,1,20180313,0,0
1215,2426,2,20180313,0,0
1215,2426,3,20180315,0,0
1215,2426,4,20180320,0,0
1216,2566,1,20180312,0,0
1216,2566,2,20180314,0,0
1216,2566,3,20180316,0,0
1216,2566,4,20180320,0,0
1217,2380,1,20180313,0,0
1217,2380,2,20180313,0,0
1217,2380,3,20180316,0,0
1217,2380,4,20180320,0,0
1218,2611,1,20180313,0,0
1218,2611,2,20180313,0,0
1218,2611,3,20180315,0,0
1218,2611,4,20180320,0,0
1219,2313,1,20180312,0,0
1219,2313,2,20180312,0,0
1219,2313,3,20180315,0,0
1219,2313,4,20180320,0,0
1220,2319,1,20180312,0,0
1220,2319,2,20180313,0,0
1220,2319,3,20180315,0,0
1220,2319,4,20180320,0,0
1221,2318,1,20180309,0,0
1221,2318,2,20180309,0,0
1221,2318,3,20180315,0,0
1221,2318,4,20180320,0,0
1222,2577,1,20180313,0,0
1222,2577,2,20180314,0,0
1222,2577,3,20180316,0,0
1222,2577,4,20180320,0,0
1223,2382,1,20180313,0,0
1223,2382,2,20180313,0,0
1223,2382,3,20180316,0,0
1223,2382,4,20180320,0,0
1224,2462,1,20180313,0,0
1224,2462,2,20180314,0,0
1224,2462,3,20180315,0,0
1224,2462,4,20180320,0,0
1225,2483,1,20180313,0,0
1225,2483,2,20180313,0,0
1225,2483,3,20180315,0,0
1225,2483,4,20180320,0,0
1226,2397,1,20180320,0,0
1226,2397,2,20180320,0,0
1226,2397,3,20180322,0,0
1226,2397,4,20180326,0,0
1227,2397,1,20180320,0,0
1227,2397,2,20180321,0,0
1227,2397,3,20180322,0,0
1227,2397,4,20180326,0,0
1228,2424,1,20180312,0,0
1228,2424,2,20180312,0,0
1228,2424,3,20180320,0,0
1228,2424,4,20180326,0,0
1229,2452,1,20180314,0,0
1229,2452,2,20180314,0,0
1229,2452,3,20180320,0,0
1229,2452,4,20180326,0,0
1230,2379,1,20180320,0,0
1230,2379,2,20180320,0,0
1230,2379,3,20180322,0,0
1230,2379,4,20180326,0,0
1231,2582,1,20180320,0,0
1231,2582,2,20180321,0,0
1231,2582,3,20180322,0,0
1231,2582,4,20180326,0,0
1232,2502,1,20180320,0,0
1232,2502,2,20180320,0,0
1232,2502,3,20180322,0,0
1232,2502,4,20180326,0,0
1233,2487,1,20180320,0,0
1233,2487,2,20180320,0,0
1233,2487,3,20180323,0,0
1233,2487,4,20180330,0,0
1234,2488,1,20180326,0,0
1234,2488,2,20180326,0,0
1234,2488,3,20180327,0,0
1234,2488,4,20180328,0,0
1235,2452,1,20180322,0,0
1235,2452,2,20180323,0,0
1235,2452,3,20180323,0,0
1235,2452,4,20180329,0,0
1236,2430,1,20180327,0,0
1236,2430,2,20180330,0,0
1236,2430,3,20180329,0,0
1236,2430,4,20180402,0,0
1237,2322,1,20180326,0,0
1237,2322,2,20180327,0,0
1237,2322,3,20180329,0,0
1237,2322,4,20180402,0,0
1238,2321,1,20180320,0,0
1238,2321,2,20180322,0,0
1238,2321,3,20180329,0,0
1238,2321,4,20180402,0,0
1239,2521,1,20180323,0,0
1239,2521,2,20180325,0,0
1239,2521,3,20180327,0,0
1239,2521,4,20180402,0,0
1240,2494,1,20180328,0,0
1240,2494,2,20180329,0,0
1240,2494,3,20180330,0,0
1240,2494,4,20180403,0,0
1241,2541,1,20180327,0,0
1241,2541,2,20180327,0,0
1241,2541,3,20180329,0,0
1241,2541,4,20180402,0,0
1242,2510,1,20180327,0,0
1242,2510,2,20180328,0,0
1242,2510,3,20180329,0,0
1242,2510,4,20180402,0,0
1243,2397,1,20180328,0,0
1243,2397,2,20180328,0,0
1243,2397,3,20180329,0,0
1243,2397,4,20180404,0,0
1244,2470,1,20180326,0,0
1244,2470,2,20180326,0,0
1244,2470,3,20180328,0,0
1244,2470,4,20180404,0,0
1245,2620,1,20180402,0,0
1245,2620,2,20180403,0,0
1245,2620,3,20180404,0,0
1245,2620,4,20180406,0,0
1246,2372,1,20180402,0,0
1246,2372,2,20180402,0,0
1246,2372,3,20180404,0,0
1246,2372,4,20180406,0,0
1247,2471,1,20180402,0,0
1247,2471,2,20180402,0,0
1247,2471,3,20180406,0,0
1247,2471,4,20180410,0,0
1248,2609,1,20180304,0,0
1248,2609,2,20180306,0,0
1248,2609,3,20180406,0,0
1248,2609,4,20180410,0,0
1249,2512,1,20180405,0,0
1249,2512,2,20180405,0,0
1249,2512,3,20180406,0,0
1249,2512,4,20180410,0,0
1250,2558,1,20180403,0,0
1250,2558,2,20180404,0,0
1250,2558,3,20180406,0,0
1250,2558,4,20180410,0,0
1251,2582,1,20180404,0,0
1251,2582,2,20180405,0,0
1251,2582,3,20180406,0,0
1251,2582,4,20180410,0,0
1252,2328,1,20180404,0,0
1252,2328,2,20180407,0,0
1252,2328,3,20180406,0,0
1252,2328,4,20180410,0,0
1253,2443,1,20180403,0,0
